model,tier,qid,split,verbal_raw,correct,behavioral_raw,n_clusters,n_valid,internal_raw,best_layer_pct,verbal_cal,behavioral_cal,internal_cal,family,params_b,canonical_format
qwen2.5-3b-instruct,C2,C2-7570,train,0.4148936170212766,0,0.30102999566398125,5.0,10.0,0.08228594809770584,25.0,0.40188290542866517,0.2222222222222222,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8141,train,0.4148936170212766,0,0.5903089986991945,3.0,10.0,0.06055933237075806,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6261,calibration,0.4148936170212766,1,0.5270967493629823,3.0,10.0,0.049472156912088394,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6138,test,0.4148936170212766,1,0.7077147467613711,2.0,10.0,0.04462342709302902,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5043,test,0.4148936170212766,1,0.722471989593555,3.0,10.0,0.6963534355163574,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4020,train,0.4148936170212766,0,0.651774627142776,3.0,10.0,0.27219727635383606,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7035,calibration,0.4148936170212766,0,0.46989700043360183,4.0,10.0,0.00454694265499711,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-694,test,0.4148936170212766,1,0.7347050044258785,2.0,10.0,0.0629999041557312,25.0,0.40188290542866517,0.6,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6158,train,0.4148936170212766,0,1.0,1.0,10.0,0.9607619047164917,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4858,test,0.4148936170212766,0,0.4096910013008057,5.0,10.0,0.15040628612041473,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10353,test,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.5631381273269653,25.0,0.40188290542866517,0.6,0.5384615384615384,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4728,train,0.4148936170212766,1,0.5270967493629826,4.0,10.0,0.06628678739070892,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1719,train,0.4148936170212766,1,1.0,1.0,10.0,0.807953953742981,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6872,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.9115419387817383,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9626,train,0.4148936170212766,0,0.48164799306237005,4.0,10.0,0.16341690719127655,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8425,train,0.4148936170212766,1,1.0,1.0,10.0,0.5835305452346802,25.0,0.40188290542866517,0.8648648648648649,0.5384615384615384,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9355,calibration,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.19950158894062042,25.0,0.40188290542866517,0.6,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6597,train,0.4148936170212766,1,0.26354837468149117,6.0,10.0,0.09859388321638107,25.0,0.40188290542866517,0.09999999999999952,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9577,test,0.4148936170212766,1,0.1806179973983888,7.0,10.0,0.7442017793655396,25.0,0.40188290542866517,0.0,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-12330,calibration,0.4148936170212766,0,0.07010330595238412,8.0,9.0,0.0031547367107123137,25.0,0.40188290542866517,0.0,0.1,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7006,train,0.4148936170212766,1,0.06020599913279623,9.0,10.0,0.00015690333384554833,25.0,0.40188290542866517,0.0,0.0,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11082,train,0.4148936170212766,1,1.0,1.0,10.0,0.6599657535552979,25.0,0.40188290542866517,0.8648648648648649,0.5555555555555556,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4972,test,0.4148936170212766,0,0.8588182584953924,2.0,10.0,0.5509495735168457,25.0,0.40188290542866517,0.6,0.5384615384615384,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10972,train,0.125,0,0.12041199826559246,8.0,10.0,0.010689934715628624,25.0,0.3482816695857734,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1390,train,0.4148936170212766,0,0.4668907502301862,5.0,10.0,0.1187019795179367,25.0,0.40188290542866517,0.3103448275862069,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9738,train,0.4148936170212766,0,0.6100271266460849,3.0,10.0,0.15174923837184906,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9313,train,0.4148936170212766,1,0.30102999566398125,6.0,10.0,0.7748087644577026,25.0,0.40188290542866517,0.2222222222222222,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11561,calibration,0.4148936170212766,0,1.0,1.0,10.0,0.3266707956790924,25.0,0.40188290542866517,0.8648648648648649,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9941,train,0.4148936170212766,1,0.38396037294708374,5.0,10.0,0.6995230913162231,25.0,0.40188290542866517,0.2222222222222222,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8536,test,0.4148936170212766,0,0.722471989593555,3.0,10.0,0.022953350096940994,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11763,train,0.4148936170212766,0,0.38396037294708374,5.0,10.0,0.1283944994211197,25.0,0.40188290542866517,0.2222222222222222,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11594,test,0.4148936170212766,0,1.0,1.0,10.0,0.364824503660202,25.0,0.40188290542866517,0.8648648648648649,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5625,train,0.4148936170212766,1,0.18061799739838869,7.0,10.0,0.11128010600805283,25.0,0.40188290542866517,0.0,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-12260,calibration,0.4148936170212766,0,0.4668907502301862,5.0,10.0,0.25845134258270264,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9290,train,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.8621817231178284,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1891,train,0.4148936170212766,1,0.722471989593555,3.0,10.0,0.8560659885406494,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11172,train,0.4148936170212766,0,0.5270967493629826,4.0,10.0,0.06082521751523018,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9532,train,0.4148936170212766,0,0.08333333333333326,7.0,8.0,0.0019014294957742095,25.0,0.40188290542866517,0.0,0.1,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11369,test,0.4148936170212766,1,1.0,1.0,10.0,0.8507844805717468,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9311,test,0.4148936170212766,0,0.30102999566398136,6.0,10.0,0.8536200523376465,25.0,0.40188290542866517,0.2222222222222222,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6680,train,0.4148936170212766,0,0.44416637207987997,4.0,10.0,0.10150908678770065,25.0,0.40188290542866517,0.3103448275862069,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-56,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.0026570698246359825,25.0,0.40188290542866517,0.0,0.1,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6623,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.1244056299328804,25.0,0.40188290542866517,0.8648648648648649,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1477,train,0.125,1,0.8588182584953924,2.0,10.0,0.8728943467140198,25.0,0.3482816695857734,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7632,calibration,0.4148936170212766,0,0.3612359947967776,5.0,10.0,0.0450422503054142,25.0,0.40188290542866517,0.2222222222222222,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10457,train,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.6666146516799927,25.0,0.40188290542866517,0.6,0.5555555555555556,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5401,calibration,0.4148936170212766,0,0.5915686280099798,4.0,10.0,0.7657771706581116,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1474,calibration,0.4148936170212766,0,0.3237543738142874,5.0,10.0,0.07188893109560013,25.0,0.40188290542866517,0.2222222222222222,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-860,train,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.9272613525390625,25.0,0.40188290542866517,0.6,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6248,train,0.4148936170212766,1,1.0,1.0,10.0,0.842441201210022,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10205,train,0.4148936170212766,1,1.0,1.0,10.0,0.7704647779464722,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11441,calibration,0.4148936170212766,0,0.30102999566398136,6.0,10.0,0.02547609806060791,25.0,0.40188290542866517,0.2222222222222222,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1615,train,0.4148936170212766,0,0.34647875196459366,5.0,10.0,0.15128731727600098,25.0,0.40188290542866517,0.2222222222222222,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6494,train,0.4148936170212766,1,1.0,1.0,10.0,0.9618926644325256,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10402,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.7466654777526855,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8856,test,0.4148936170212766,0,0.24082399653118514,7.0,10.0,0.020738044753670692,25.0,0.40188290542866517,4.885603545592266e-16,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7032,train,0.4148936170212766,0,0.48164799306236994,4.0,10.0,0.05416807159781456,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1658,train,0.4148936170212766,1,0.5903089986991945,3.0,10.0,0.0006359769031405449,25.0,0.40188290542866517,0.391304347826087,0.06773067180095416,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7642,calibration,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.29541000723838806,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11523,train,0.4148936170212766,0,0.14313637641589882,8.0,10.0,0.039232466369867325,25.0,0.40188290542866517,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-2505,train,0.4148936170212766,0,0.4926213785839082,4.0,10.0,0.14624379575252533,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6354,test,0.4148936170212766,0,0.3612359947967776,5.0,10.0,0.09040886163711548,25.0,0.40188290542866517,0.2222222222222222,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10985,train,0.4148936170212766,1,0.5903089986991945,3.0,10.0,0.1808622181415558,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6418,test,0.4148936170212766,1,1.0,1.0,10.0,0.9608152508735657,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7673,train,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.11332209408283234,25.0,0.40188290542866517,0.6,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1055,train,0.125,0,0.5270967493629826,4.0,10.0,0.733523428440094,25.0,0.3482816695857734,0.3103448275862069,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11122,calibration,0.4148936170212766,1,0.6100271266460849,3.0,10.0,0.13542139530181885,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8173,train,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.21151404082775116,25.0,0.40188290542866517,0.6,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-2495,calibration,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.8676888942718506,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11755,test,0.4148936170212766,0,1.0,1.0,10.0,0.8434407114982605,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7584,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.22546130418777466,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5741,test,0.125,0,0.44416637207987997,4.0,10.0,0.12332256138324738,25.0,0.3482816695857734,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9285,test,0.4148936170212766,0,0.722471989593555,3.0,10.0,0.739535927772522,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5807,train,0.4148936170212766,0,0.5915686280099798,4.0,10.0,0.0837940201163292,25.0,0.40188290542866517,0.391304347826087,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7850,train,0.4148936170212766,0,0.5903089986991945,3.0,10.0,0.058997418731451035,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4369,test,0.4148936170212766,0,0.3612359947967775,5.0,10.0,0.6657403111457825,25.0,0.40188290542866517,0.2222222222222222,0.5555555555555556,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-287,train,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.11142104864120483,25.0,0.40188290542866517,0.6,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6964,calibration,0.0,0,0.722471989593555,3.0,10.0,0.5579940676689148,25.0,0.32621963481153077,0.391304347826087,0.5384615384615384,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-4600,train,0.4148936170212766,1,0.3464787519645939,5.0,10.0,1.0,25.0,0.40188290542866517,0.2222222222222222,1.0,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7371,test,0.4148936170212766,0,0.651774627142776,3.0,10.0,0.007425880059599876,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8274,train,0.4148936170212766,0,0.3237543738142874,5.0,10.0,0.15247628092765808,25.0,0.40188290542866517,0.2222222222222222,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11565,test,0.4148936170212766,1,1.0,1.0,10.0,0.6273312568664551,25.0,0.40188290542866517,0.8648648648648649,0.5555555555555556,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11309,calibration,0.4148936170212766,0,0.7077147467613711,2.0,10.0,0.2713656425476074,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-12057,train,0.4148936170212766,0,0.5270967493629826,4.0,10.0,0.41472750902175903,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11768,train,0.4148936170212766,1,1.0,1.0,10.0,0.9744107723236084,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9282,train,0.4148936170212766,1,0.38396037294708374,5.0,10.0,0.0020701636094599962,25.0,0.40188290542866517,0.2222222222222222,0.1,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10198,train,0.4148936170212766,1,0.44416637207987997,4.0,10.0,0.8115230798721313,25.0,0.40188290542866517,0.3103448275862069,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7007,train,0.4148936170212766,0,0.06020599913279623,9.0,10.0,0.06203091889619827,25.0,0.40188290542866517,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8953,train,0.4148936170212766,0,0.5528273777167043,3.0,10.0,0.04926890879869461,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-239,train,0.4148936170212766,0,0.6100271266460849,3.0,10.0,0.718173086643219,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-3726,calibration,0.4148936170212766,0,2.220446049250313e-16,10.0,10.0,0.03768547624349594,25.0,0.40188290542866517,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-153,train,0.4148936170212766,0,0.5528273777167043,3.0,10.0,0.919238269329071,25.0,0.40188290542866517,0.3103448275862069,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-3951,train,0.4148936170212766,0,0.1806179973983889,7.0,10.0,0.11081048101186752,25.0,0.40188290542866517,0.0,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7893,calibration,0.4148936170212766,1,0.722471989593555,3.0,10.0,0.24792899191379547,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-12201,test,0.4148936170212766,0,0.1806179973983889,7.0,10.0,0.1267964392900467,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8084,train,0.4148936170212766,1,1.0,1.0,10.0,0.986062228679657,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7789,train,0.4148936170212766,0,0.4214419939295737,4.0,10.0,0.004782701842486858,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9925,train,0.4148936170212766,0,0.4096910013008057,5.0,10.0,0.023315712809562683,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9317,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.009831884875893593,25.0,0.40188290542866517,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-3399,test,0.4148936170212766,0,0.5915686280099798,4.0,10.0,0.5352364778518677,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8021,test,0.4148936170212766,0,0.4926213785839082,4.0,10.0,0.17346347868442535,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-3536,train,0.4148936170212766,1,0.7347050044258785,2.0,10.0,0.8958095908164978,25.0,0.40188290542866517,0.6,0.6584465863497916,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-2118,train,0.4148936170212766,1,1.0,1.0,10.0,0.9202307462692261,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5813,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.7527185678482056,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9527,train,0.4148936170212766,0,2.220446049250313e-16,10.0,10.0,0.13269107043743134,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10224,train,0.4148936170212766,0,0.30102999566398125,6.0,10.0,0.016770096495747566,25.0,0.40188290542866517,0.2222222222222222,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-3284,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.17195235192775726,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10315,train,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.241344153881073,25.0,0.40188290542866517,0.6,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10049,calibration,0.4148936170212766,0,2.220446049250313e-16,10.0,10.0,0.19981254637241364,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11584,train,0.4148936170212766,1,0.18061799739838869,7.0,10.0,0.8789610266685486,25.0,0.40188290542866517,0.0,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5971,train,0.4148936170212766,0,0.4096910013008057,5.0,10.0,0.14761461317539215,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10781,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.16880843043327332,25.0,0.40188290542866517,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6979,train,0.4148936170212766,1,0.722471989593555,3.0,10.0,0.869831919670105,25.0,0.40188290542866517,0.391304347826087,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1197,train,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.8822371363639832,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10707,train,0.125,0,0.12041199826559246,8.0,10.0,0.13710083067417145,25.0,0.3482816695857734,0.0,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-10219,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.6094912886619568,25.0,0.40188290542866517,0.8648648648648649,0.5555555555555556,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8715,calibration,0.4148936170212766,0,0.5270967493629826,4.0,10.0,0.5069023370742798,25.0,0.40188290542866517,0.3103448275862069,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1358,train,0.4148936170212766,0,0.12041199826559246,8.0,10.0,0.01466764323413372,25.0,0.40188290542866517,0.0,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9150,train,0.125,1,0.5270967493629826,4.0,10.0,0.02208983339369297,25.0,0.3482816695857734,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11831,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.7586875557899475,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-9965,train,0.4148936170212766,0,0.7826779887263511,2.0,10.0,0.009641516953706741,25.0,0.40188290542866517,0.6,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-1734,calibration,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.12238996475934982,25.0,0.40188290542866517,0.6,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6004,train,0.4148936170212766,1,1.0,1.0,10.0,0.9702525734901428,25.0,0.40188290542866517,0.8648648648648649,0.6875,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-69,calibration,0.4148936170212766,1,1.0,1.0,10.0,0.08925589919090271,25.0,0.40188290542866517,0.8648648648648649,0.35714285714285715,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8456,train,0.4148936170212766,0,0.30102999566398125,6.0,10.0,0.14661438763141632,25.0,0.40188290542866517,0.2222222222222222,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8652,train,0.4148936170212766,1,1.0,1.0,10.0,0.7624616026878357,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5735,test,0.4148936170212766,1,1.0,1.0,10.0,0.7589624524116516,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6265,train,0.4148936170212766,1,0.8588182584953924,2.0,10.0,0.8508380651473999,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-8148,train,0.4148936170212766,0,0.651774627142776,3.0,10.0,0.053481847047805786,25.0,0.40188290542866517,0.391304347826087,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6184,test,0.125,1,1.0,1.0,10.0,0.7513158917427063,25.0,0.3482816695857734,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-2668,calibration,0.4148936170212766,0,0.48164799306237005,4.0,10.0,0.06329464167356491,25.0,0.40188290542866517,0.3103448275862069,0.2222222222222222,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-11518,train,0.4148936170212766,1,0.7826779887263511,2.0,10.0,0.872593879699707,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-5069,calibration,0.4148936170212766,0,0.651774627142776,3.0,10.0,0.38676896691322327,25.0,0.40188290542866517,0.391304347826087,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-2051,test,0.4148936170212766,0,0.7347050044258785,2.0,10.0,0.4735857844352722,25.0,0.40188290542866517,0.6,0.37037037037037035,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-12341,train,0.125,0,0.34647875196459366,5.0,10.0,0.0013777378480881453,25.0,0.3482816695857734,0.2222222222222222,0.1,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-374,test,0.4148936170212766,1,0.7347050044258785,2.0,10.0,0.7420485019683838,25.0,0.40188290542866517,0.6,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-7208,train,0.4148936170212766,1,1.0,1.0,10.0,0.7733697891235352,25.0,0.40188290542866517,0.8648648648648649,0.6129032258064516,reasoning,3.09,B
qwen2.5-3b-instruct,C2,C2-6414,calibration,0.4148936170212766,0,0.20334237554869505,7.0,10.0,0.5491265058517456,25.0,0.40188290542866517,0.0,0.5384615384615384,reasoning,3.09,B
