model,tier,qid,split,verbal_raw,correct,behavioral_raw,n_clusters,n_valid,internal_raw,best_layer_pct,verbal_cal,behavioral_cal,internal_cal,family,params_b,canonical_format
qwen2.5-1.5b-instruct,C1,C1-1056,train,0.5,0,0.07010330595238412,8.0,9.0,0.7652556300163269,25.0,0.49339821294041164,0.16666666666666666,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-840,train,0.5,0,0.07010330595238412,8.0,9.0,0.8309071660041809,25.0,0.49339821294041164,0.16666666666666666,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1072,train,0.5,0,0.3494850021680095,6.0,10.0,0.04408762976527214,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-684,train,0.5,1,0.651774627142776,3.0,10.0,0.9384449124336243,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-249,calibration,,0,0.0,6.0,6.0,1.0,25.0,,0.0588235294117655,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-431,train,0.5,0,0.5915686280099798,4.0,10.0,0.8146827220916748,25.0,0.49339821294041164,0.7027027027027027,0.484891626739676,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-373,test,0.5,1,0.24082399653118503,7.0,10.0,0.002663329476490617,25.0,0.49339821294041164,0.34375,0.18647155952855432,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-222,train,0.5,0,0.651774627142776,3.0,10.0,0.09671710431575775,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-504,train,0.5,0,0.23676997261905086,6.0,9.0,0.2993675172328949,25.0,0.49339821294041164,0.34375,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-723,train,0.5,1,0.4668907502301862,5.0,10.0,0.9694356322288513,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-981,test,0.5,1,0.722471989593555,3.0,10.0,0.3838006854057312,25.0,0.49339821294041164,0.7027027027027027,0.3975490814513288,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-509,calibration,0.5,0,0.23676997261905086,6.0,9.0,0.7980470061302185,25.0,0.49339821294041164,0.34375,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-90,calibration,0.5,1,0.33333333333333337,5.0,9.0,0.9830577969551086,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1117,train,0.5,0,0.20334237554869516,7.0,10.0,0.8319301605224609,25.0,0.49339821294041164,0.34375,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-459,train,0.5,1,0.7077147467613711,2.0,10.0,0.9090788960456848,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-857,calibration,0.5,1,0.12041199826559246,8.0,10.0,0.0036443867720663548,25.0,0.49339821294041164,0.2,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-460,train,0.5,1,0.4668907502301862,5.0,10.0,0.8875393271446228,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1196,test,0.5,1,0.8588182584953924,2.0,10.0,0.9162498116493225,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-273,train,0.5,1,0.07010330595238412,8.0,9.0,0.9692055583000183,25.0,0.49339821294041164,0.16666666666666666,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-854,test,0.5,1,0.18061799739838869,7.0,10.0,0.6488502621650696,25.0,0.49339821294041164,0.25,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-293,train,0.5,1,0.33333333333333337,5.0,9.0,0.008627399802207947,25.0,0.49339821294041164,0.34375,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-99,train,0.5,1,0.14313637641589882,8.0,10.0,0.6750305891036987,25.0,0.49339821294041164,0.25,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1025,test,0.5,1,0.46989700043360183,4.0,10.0,0.9920291900634766,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1005,calibration,0.5,0,2.220446049250313e-16,10.0,10.0,0.008584413677453995,25.0,0.49339821294041164,0.0588235294117659,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-856,test,0.5,1,0.651774627142776,3.0,10.0,0.3424661457538605,25.0,0.49339821294041164,0.7027027027027027,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-141,train,0.5,1,1.0,1.0,5.0,0.9982733726501465,25.0,0.49339821294041164,0.8888888888888888,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-853,train,0.5,0,0.5915686280099798,4.0,10.0,0.35530903935432434,25.0,0.49339821294041164,0.7027027027027027,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-491,train,0.5,1,0.7077147467613711,2.0,10.0,0.9930391907691956,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-642,train,0.5,1,0.07010330595238412,8.0,9.0,0.7216178774833679,25.0,0.49339821294041164,0.16666666666666666,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-517,train,0.5,1,0.7826779887263511,2.0,10.0,0.8676478862762451,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1006,train,0.5,0,2.220446049250313e-16,10.0,10.0,0.014161950908601284,25.0,0.49339821294041164,0.0588235294117659,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-910,train,0.5,1,0.30102999566398125,6.0,10.0,0.9083734154701233,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-969,train,0.5,0,0.2635483746814913,6.0,10.0,0.03271537274122238,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-605,train,0.5,1,0.06020599913279623,9.0,10.0,0.8907377123832703,25.0,0.49339821294041164,0.16666666666666666,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1301,train,0.5,0,0.14313637641589882,8.0,10.0,0.13042177259922028,25.0,0.49339821294041164,0.25,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1244,train,0.5,0,0.12041199826559246,8.0,10.0,0.018225159496068954,25.0,0.49339821294041164,0.2,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-805,train,0.5,0,0.20334237554869516,7.0,10.0,0.18537943065166473,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-630,train,0.5,1,0.5873027484957787,3.0,10.0,0.0038037567865103483,25.0,0.49339821294041164,0.7027027027027027,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-778,test,0.5,0,0.651774627142776,3.0,10.0,0.8467119932174683,25.0,0.49339821294041164,0.7027027027027027,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-211,test,0.5,1,0.6666666666666666,2.0,8.0,0.22298076748847961,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-142,test,0.5,1,0.722471989593555,3.0,10.0,0.050704047083854675,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-610,calibration,0.5,0,0.06020599913279623,9.0,10.0,0.07912356406450272,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1293,train,0.5,1,0.3494850021680095,6.0,10.0,0.784257709980011,25.0,0.49339821294041164,0.34375,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-481,train,0.5,1,0.2804132238095368,6.0,9.0,0.498457670211792,25.0,0.49339821294041164,0.34375,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1192,train,0.5,0,0.12041199826559246,8.0,10.0,0.001096004736609757,25.0,0.49339821294041164,0.2,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-26,test,0.5,1,0.5915686280099798,4.0,10.0,0.5387035012245178,25.0,0.49339821294041164,0.7027027027027027,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-76,test,0.5,1,0.4095637166915911,3.0,5.0,0.023364339023828506,25.0,0.49339821294041164,0.625,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-816,train,0.5,1,0.8588182584953924,2.0,10.0,0.9838099479675293,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-152,calibration,0.5,1,0.651774627142776,3.0,10.0,0.8778921365737915,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-8,calibration,0.5,0,0.0,9.0,9.0,0.3185422122478485,25.0,0.49339821294041164,0.0588235294117655,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-266,train,0.5,0,0.06020599913279623,9.0,10.0,0.04805652052164078,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-889,train,0.5,1,1.0,1.0,10.0,0.9306350946426392,25.0,0.49339821294041164,0.8888888888888888,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-540,test,0.5,0,0.722471989593555,3.0,10.0,0.002953442744910717,25.0,0.49339821294041164,0.7027027027027027,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-441,calibration,0.5,1,0.4668907502301862,5.0,10.0,0.9919061660766602,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-877,calibration,0.5,0,0.4926213785839082,4.0,10.0,5.940627156864053e-11,25.0,0.49339821294041164,0.625,0.0,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-252,train,0.5,0,0.12041199826559246,8.0,10.0,0.19527418911457062,25.0,0.49339821294041164,0.2,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-734,train,0.5,1,0.4096910013008057,5.0,10.0,0.9672892689704895,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-250,train,0.5,1,-4.440892098500626e-16,7.0,7.0,0.9197990894317627,25.0,0.49339821294041164,0.058823529411764705,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-434,train,0.5,0,0.20334237554869516,7.0,10.0,0.05779675394296646,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-626,test,0.5,0,0.16666666666666674,7.0,9.0,0.8098227977752686,25.0,0.49339821294041164,0.25,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-710,calibration,0.5,1,0.7826779887263511,2.0,10.0,0.9677428603172302,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-850,test,0.5,1,0.722471989593555,3.0,10.0,0.8828077912330627,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-549,test,0.5,0,0.06020599913279623,9.0,10.0,0.5874318480491638,25.0,0.49339821294041164,0.16666666666666666,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1201,train,0.5,1,0.7589203195151595,2.0,9.0,0.9009968042373657,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1085,calibration,0.5,1,0.651774627142776,3.0,10.0,0.03541896492242813,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1095,train,0.5,1,0.5270967493629826,4.0,10.0,0.9978995323181152,25.0,0.49339821294041164,0.6250000000000006,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-444,train,0.5,1,0.8412396714286099,2.0,9.0,5.594575824829917e-08,25.0,0.49339821294041164,0.8823529411764706,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1274,test,0.5,1,0.30102999566398125,6.0,10.0,0.9974533915519714,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-165,train,0.5,1,0.3494850021680095,6.0,10.0,0.6392216682434082,25.0,0.49339821294041164,0.34375,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-606,calibration,0.5,1,0.07010330595238412,8.0,9.0,0.017088528722524643,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-63,test,0.5,0,0.16666666666666674,7.0,9.0,0.0003498053993098438,25.0,0.49339821294041164,0.25,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-965,calibration,0.5,0,0.722471989593555,3.0,10.0,0.9845796823501587,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1075,train,0.5,0,0.14020661190476824,7.0,9.0,0.16134436428546906,25.0,0.49339821294041164,0.25,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-692,train,0.5,1,0.12895093574484706,5.0,6.0,0.06339149177074432,25.0,0.49339821294041164,0.25,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1217,train,0.5,0,0.12041199826559246,8.0,10.0,0.04051323980093002,25.0,0.49339821294041164,0.2,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-749,test,0.5,0,0.20334237554869505,7.0,10.0,0.012403717264533043,25.0,0.49339821294041164,0.34375,0.28956924794800404,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-477,train,,0,0.33333333333333337,5.0,9.0,0.9988952279090881,25.0,,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-956,calibration,0.5,0,0.44416637207987997,4.0,10.0,0.16224552690982819,25.0,0.49339821294041164,0.625,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-780,calibration,0.5,0,-2.220446049250313e-16,5.0,5.0,0.8538718819618225,25.0,0.49339821294041164,0.0588235294117651,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-331,train,,0,0.0,4.0,4.0,2.432637120364234e-05,25.0,,0.0588235294117655,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-359,calibration,0.5,0,0.06020599913279623,9.0,10.0,0.019667407497763634,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-410,train,,0,0.2035469640617268,5.0,7.0,0.8986902236938477,25.0,,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-869,train,0.5,1,0.8588182584953924,2.0,10.0,0.8017129302024841,25.0,0.49339821294041164,0.8823529411764706,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1272,train,0.5,0,0.34647875196459366,5.0,10.0,0.06374496966600418,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-451,calibration,0.5,1,0.24082399653118503,7.0,10.0,0.2794761061668396,25.0,0.49339821294041164,0.34375,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-677,calibration,0.5,0,0.48373501976820044,4.0,8.0,0.6307568550109863,25.0,0.49339821294041164,0.625,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-697,train,0.5,1,0.5915686280099798,4.0,10.0,0.8192113041877747,25.0,0.49339821294041164,0.7027027027027027,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-425,train,0.5,1,0.24082399653118503,7.0,10.0,0.3595583438873291,25.0,0.49339821294041164,0.34375,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-495,calibration,0.5,1,1.0,1.0,10.0,0.8572072386741638,25.0,0.49339821294041164,0.8888888888888888,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-345,train,0.5,0,0.30102999566398125,6.0,10.0,0.1658875197172165,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-277,test,0.5,1,0.8588182584953924,2.0,10.0,0.891828179359436,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1050,train,0.5,0,0.24082399653118503,7.0,10.0,0.28090545535087585,25.0,0.49339821294041164,0.34375,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-282,test,0.5,0,0.24082399653118503,7.0,10.0,0.9856841564178467,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-245,calibration,0.5,0,0.28627275283179754,6.0,10.0,0.0609896220266819,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-659,test,0.5,0,0.0,8.0,8.0,0.9912806153297424,25.0,0.49339821294041164,0.0588235294117655,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1045,test,0.5,1,0.4926213785839082,4.0,10.0,0.9607979655265808,25.0,0.49339821294041164,0.625,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-772,train,0.5,1,0.07010330595238412,8.0,9.0,0.02800142578780651,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-231,calibration,0.5,1,1.0,1.0,10.0,0.9734591245651245,25.0,0.49339821294041164,0.8888888888888888,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1000,train,0.5,1,0.07010330595238412,8.0,9.0,0.08159885555505753,25.0,0.49339821294041164,0.16666666666666666,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-135,train,0.5,0,0.12041199826559246,8.0,10.0,0.03371076658368111,25.0,0.49339821294041164,0.2,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-985,calibration,0.5,1,0.8588182584953924,2.0,10.0,0.3890117108821869,25.0,0.49339821294041164,0.8823529411764706,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-126,train,0.5,0,0.8588182584953924,2.0,10.0,0.9826216697692871,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-717,test,0.5,1,0.651774627142776,3.0,10.0,0.7974996566772461,25.0,0.49339821294041164,0.7027027027027027,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-45,test,0.5,0,0.4770403950406973,4.0,9.0,0.0037994699086993933,25.0,0.49339821294041164,0.625,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-673,calibration,0.5,1,1.0,1.0,10.0,0.6522789597511292,25.0,0.49339821294041164,0.8888888888888888,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-587,calibration,,0,2.220446049250313e-16,3.0,3.0,2.5399534933967516e-05,25.0,,0.0588235294117659,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-398,test,0.5,0,0.24082399653118503,7.0,10.0,0.0007495657191611826,25.0,0.49339821294041164,0.34375,0.14285714285714285,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-708,train,0.5,1,0.8588182584953924,2.0,10.0,0.7882522940635681,25.0,0.49339821294041164,0.8823529411764706,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-220,calibration,0.5,1,0.5915686280099798,4.0,10.0,0.09026394039392471,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-957,train,0.5,0,1.0,1.0,10.0,0.739065408706665,25.0,0.49339821294041164,0.8888888888888888,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-243,train,0.5,0,0.30102999566398125,6.0,10.0,0.024225499480962753,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-589,test,0.5,0,2.220446049250313e-16,10.0,10.0,0.9980205297470093,25.0,0.49339821294041164,0.0588235294117659,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-638,train,0.5,0,0.4096910013008057,5.0,10.0,0.8409614562988281,25.0,0.49339821294041164,0.625,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1298,train,0.5,1,0.16666666666666674,7.0,9.0,0.3909494876861572,25.0,0.49339821294041164,0.25,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1247,calibration,0.5,1,0.651774627142776,3.0,10.0,0.8456312417984009,25.0,0.49339821294041164,0.7027027027027027,0.5555555555555556,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-561,train,0.5,0,0.722471989593555,3.0,10.0,0.08219793438911438,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-462,calibration,0.5,1,0.8588182584953924,2.0,10.0,0.32035544514656067,25.0,0.49339821294041164,0.8823529411764706,0.375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-721,test,0.5,1,0.0,9.0,9.0,0.25988975167274475,25.0,0.49339821294041164,0.0588235294117655,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-790,calibration,0.5,0,0.5270967493629826,4.0,10.0,0.7313736081123352,25.0,0.49339821294041164,0.6250000000000006,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-743,train,0.5,1,0.722471989593555,3.0,10.0,0.9325629472732544,25.0,0.49339821294041164,0.7027027027027027,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-200,test,0.5,0,0.20334237554869505,7.0,10.0,0.4306274950504303,25.0,0.49339821294041164,0.34375,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-876,train,0.5,0,0.30102999566398125,6.0,10.0,0.893532395362854,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-668,test,0.5,1,0.7826779887263511,2.0,10.0,0.1327952891588211,25.0,0.49339821294041164,0.8823529411764706,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1296,train,0.5,0,0.8588182584953924,2.0,10.0,0.8950276374816895,25.0,0.49339821294041164,0.8823529411764706,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-935,test,,0,0.12895093574484706,5.0,6.0,0.05699353292584419,25.0,,0.25,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1260,test,0.5,1,0.5915686280099798,4.0,10.0,0.09418337792158127,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-845,train,0.5,0,0.6888170135627754,3.0,9.0,0.04880540817975998,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-550,test,0.5,0,0.24082399653118503,7.0,10.0,0.9953674077987671,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-174,train,0.5,1,0.0,9.0,9.0,0.1984083652496338,25.0,0.49339821294041164,0.0588235294117655,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-507,train,0.5,0,0.24082399653118514,7.0,10.0,0.03419036045670509,25.0,0.49339821294041164,0.34375,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-132,train,0.5,0,0.30102999566398125,6.0,10.0,0.9188050031661987,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-946,train,0.5,1,0.5915686280099798,4.0,10.0,0.1179908812046051,25.0,0.49339821294041164,0.7027027027027027,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-363,test,0.5,1,0.30102999566398125,6.0,10.0,0.9776822924613953,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-650,train,0.5,0,0.06020599913279623,9.0,10.0,0.002972168382257223,25.0,0.49339821294041164,0.16666666666666666,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-94,calibration,0.5,0,0.28627275283179754,6.0,10.0,0.9319091439247131,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-974,test,0.5,0,0.4668907502301862,5.0,10.0,0.8140314817428589,25.0,0.49339821294041164,0.625,0.4444444444444444,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-937,calibration,0.5,1,0.20334237554869505,7.0,10.0,0.9529145956039429,25.0,0.49339821294041164,0.34375,0.734375,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-1158,train,0.5,0,2.220446049250313e-16,10.0,10.0,0.011173308826982975,25.0,0.49339821294041164,0.0588235294117659,0.2857142857142857,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-979,train,0.5,0,0.41666666666666663,4.0,8.0,0.061641085892915726,25.0,0.49339821294041164,0.625,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-701,test,0.5,1,2.220446049250313e-16,10.0,10.0,0.02761138044297695,25.0,0.49339821294041164,0.0588235294117659,0.33962264150943394,reasoning,1.54,B
qwen2.5-1.5b-instruct,C1,C1-709,calibration,,0,0.24196072888010545,5.0,7.0,4.027100430903374e-09,25.0,,0.34375,0.14285714285714285,reasoning,1.54,B
